Email,Filename,Rating,original Rating,
1,ftw1.jpg,3,,
1,ftw10.jpg,3,,
1,ftw100.jpg,1,,
1,ftw101.jpg,2,,
1,ftw102.jpg,3,,
1,ftw103.jpg,2,,
1,ftw104.jpg,3,,
1,ftw105.jpg,2,,
1,ftw106.jpg,3,,
1,ftw107.jpg,3,,
1,ftw108.jpg,2,,
1,ftw109.jpg,2,,
1,ftw11.jpg,4,,
1,ftw110.jpg,1,,
1,ftw111.jpg,2,,
1,ftw112.jpg,2,,
1,ftw113.jpg,1,,
1,ftw114.jpg,2,,
1,ftw115.jpg,2,,
1,ftw116.jpg,2,,
1,ftw117.jpg,1,,
1,ftw118.jpg,1,,
1,ftw119.jpg,3,,
1,ftw12.jpg,3,,
1,ftw120.jpg,2,,
1,ftw121.jpg,1,,
1,ftw122.jpg,3,,
1,ftw123.jpg,2,,
1,ftw124.jpg,3,,
1,ftw125.jpg,4,,
1,ftw126.jpg,3,,
1,ftw127.jpg,2,,
1,ftw128.jpg,2,,
1,ftw129.jpg,1,,
1,ftw13.jpg,4,,
1,ftw130.jpg,2,,
1,ftw131.jpg,3,,
1,ftw132.jpg,2,,
1,ftw133.jpg,3,,
1,ftw134.jpg,2,,
1,ftw135.jpg,2,,
1,ftw136.jpg,2,,
1,ftw137.jpg,2,,
1,ftw138.jpg,1,,
1,ftw139.jpg,2,,
1,ftw14.jpg,5,,
1,ftw140.jpg,2,,
1,ftw141.jpg,3,,
1,ftw142.jpg,2,,
1,ftw143.jpg,3,,
1,ftw144.jpg,2,,
1,ftw145.jpg,1,,
1,ftw146.jpg,3,,
1,ftw147.jpg,1,,
1,ftw148.jpg,1,,
1,ftw149.jpg,2,,
1,ftw15.jpg,3,,
1,ftw150.jpg,3,,
1,ftw151.jpg,2,,
1,ftw152.jpg,1,,
1,ftw153.jpg,4,,
1,ftw154.jpg,2,,
1,ftw155.jpg,1,,
1,ftw156.jpg,3,,
1,ftw157.jpg,3,,
1,ftw158.jpg,2,,
1,ftw159.jpg,2,,
1,ftw16.jpg,3,,
1,ftw160.jpg,1,,
1,ftw161.jpg,1,,
1,ftw162.jpg,2,,
1,ftw163.jpg,3,,
1,ftw164.jpg,1,,
1,ftw165.jpg,1,,
1,ftw166.jpg,2,,
1,ftw167.jpg,3,,
1,ftw168.jpg,2,,
1,ftw169.jpg,2,,
1,ftw17.jpg,3,,
1,ftw170.jpg,2,,
1,ftw171.jpg,2,,
1,ftw172.jpg,3,,
1,ftw173.jpg,2,,
1,ftw174.jpg,3,,
1,ftw175.jpg,2,,
1,ftw176.jpg,2,,
1,ftw177.jpg,2,,
1,ftw178.jpg,2,,
1,ftw179.jpg,2,,
1,ftw18.jpg,3,,
1,ftw180.jpg,2,,
1,ftw181.jpg,2,,
1,ftw182.jpg,2,,
1,ftw183.jpg,2,,
1,ftw184.jpg,1,,
1,ftw185.jpg,3,,
1,ftw186.jpg,1,,
